Altitude,Time
508.866,187.1
505.301,187.16
501.734,187.22
498.168,187.28
494.602,187.34
491.036,187.4
487.473,187.46
482.725,187.54
477.982,187.62
473.246,187.7
469.7,187.76
466.158,187.82
462.623,187.88
459.094,187.94
455.572,188
452.058,188.06
448.552,188.12
445.056,188.18
441.569,188.24
438.093,188.3
434.627,188.36
431.174,188.42
427.732,188.48
424.303,188.54
420.888,188.6
417.487,188.66
414.1,188.72
410.728,188.78
407.373,188.84
404.033,188.9
400.711,188.96
397.406,189.02
394.12,189.08
390.852,189.14
387.604,189.2
384.376,189.26
381.168,189.32
377.981,189.38
374.816,189.44
371.674,189.5
368.554,189.56
365.457,189.62
362.384,189.68
359.336,189.74
356.313,189.8
353.315,189.86
350.343,189.92
347.398,189.98
344.481,190.04
341.59,190.1
338.729,190.16
334.957,190.24
332.163,190.3
329.399,190.36
326.666,190.42
323.963,190.48
321.291,190.54
318.652,190.6
316.045,190.66
313.47,190.72
310.929,190.78
308.422,190.84
305.95,190.9
303.512,190.96
301.109,191.02
298.742,191.08
295.642,191.16
293.36,191.22
291.116,191.28
288.908,191.34
286.739,191.46
281.143,191.58
278.45,191.64
276.476,191.7
274.542,191.78
272.027,191.84
270.189,191.9
268.392,191.96
266.637,192.02
264.925,192.08
263.255,192.14
261.629,192.2
260.045,192.26
258.506,192.32
257.011,192.38
255.56,192.44
254.154,192.5
252.793,192.56
251.477,192.62
250.207,192.68
248.983,192.74
247.805,192.8
246.674,192.86
245.59,192.92
244.552,192.98
243.562,193.04
242.62,193.1
241.725,193.16
240.607,193.24
239.824,193.3
239.091,193.36
238.406,193.42
237.77,193.48
237.183,193.56
236.477,193.62
236.005,193.68
235.584,193.74
235.212,193.8
234.89,193.86
234.619,193.92
234.398,193.98
234.227,194.04
234.108,194.1
234.038,194.16
234.02,194.22
234.053,194.28
234.137,194.34
234.272,194.4
234.458,194.46
234.696,194.52
234.985,194.58
235.325,194.64
235.717,194.7
236.16,194.76
236.655,194.82
237.201,194.88
237.798,194.94
238.447,195
239.147,195.06
239.897,195.12
240.978,195.2
241.848,195.26
242.769,195.32
243.741,195.38
244.763,195.44
245.836,195.5
246.959,195.56
248.133,195.62
249.356,195.68
250.629,195.74
252.404,195.82
253.793,195.88
255.231,195.94
256.718,196
258.254,196.06
259.838,196.12
262.025,196.2
263.721,196.26
265.465,196.32
267.256,196.38
269.094,196.44
270.979,196.5
272.91,196.56
274.887,196.62
276.909,196.68
278.977,196.74
281.09,196.8
283.247,196.86
285.448,196.92
287.694,196.98
289.982,197.04
292.313,197.1
294.687,197.16
297.103,197.22
299.561,197.28
302.06,197.34
304.599,197.4
307.179,197.48
310.68,197.54
313.352,197.6
316.062,197.66
318.811,197.72
321.597,197.78
324.42,197.84
327.28,197.9
330.176,197.96
333.107,198.02
336.073,198.08
339.073,198.14
342.107,198.2
345.174,198.26
348.274,198.32
351.405,198.38
354.569,198.44
357.762,198.5
360.986,198.56
364.24,198.62
367.522,198.68
370.833,198.74
374.171,198.8
377.537,198.86
380.928,198.92
384.346,198.98
387.788,199.04
391.255,199.1
394.745,199.16
398.259,199.22
401.794,199.3
406.542,199.36
410.127,199.42
413.732,199.48
417.357,199.54
419.784,199.58
423.439,199.64
427.111,199.7
430.8,199.76
434.505,199.82
438.225,199.88
441.96,199.94
445.709,200
449.47,200.06
453.244,200.12
457.03,200.18
460.826,200.24
464.633,200.3
468.449,200.36
472.273,200.42
476.106,200.48
479.945,200.54
483.791,200.6
487.643,200.66
491.5,200.72
495.36,200.78
499.225,200.84
503.091,200.9
506.96,200.96
510.83,201.02
514.701,201.08
518.57,201.14
522.439,201.2
526.306,201.26
530.171,201.32
534.032,201.38
537.889,201.44
541.741,201.5
545.588,201.56
549.428,201.62
553.261,201.68
557.087,201.74
560.904,201.8
565.978,201.88
569.772,201.94
573.556,202
577.328,202.06
581.087,202.12
584.833,202.18
588.566,202.24
592.283,202.3
595.986,202.36
599.672,202.42
603.342,202.48
606.994,202.54
610.628,202.6
614.244,202.66
617.84,202.72
621.415,202.78
624.97,202.84
628.504,202.92
633.18,202.98
638.967,203.08
642.408,203.14
645.825,203.2
649.216,203.26
652.581,203.32
655.92,203.38
659.231,203.44
662.514,203.5
665.768,203.56
668.993,203.62
672.188,203.68
675.353,203.74
678.487,203.8
681.588,203.86
684.658,203.92
687.694,203.98
690.697,204.04
693.666,204.1
696.601,204.16
699.5,204.22
702.364,204.28
705.192,204.34
707.982,204.4
710.736,204.46
713.453,204.52
716.133,204.58
718.777,204.64
721.383,204.7
723.952,204.76
726.485,204.82
728.981,204.88
731.44,204.94
733.863,205
736.249,205.06
738.599,205.12
740.912,205.18
743.189,205.24
745.429,205.3
747.633,205.36
749.801,205.42
751.933,205.48
754.028,205.54
758.776,205.68
760.751,205.74
762.69,205.8
764.593,205.86
766.46,205.92
768.29,205.98
770.085,206.04
771.844,206.1
773.568,206.16
775.255,206.22
776.907,206.28
778.523,206.34
780.103,206.4
781.647,206.46
783.156,206.52
784.629,206.58
786.067,206.64
787.469,206.7
788.835,206.76
790.166,206.82
791.462,206.88
792.722,206.94
793.946,207
795.135,207.06
796.289,207.12
797.407,207.18
798.49,207.24
799.538,207.3
800.55,207.36
801.527,207.42
802.469,207.48
803.375,207.54
804.246,207.6
805.082,207.66
805.883,207.72
806.648,207.78
807.379,207.84
808.074,207.9
808.734,207.96
809.358,208.02
809.755,208.04
810.137,208.1
810.853,208.18
811.349,208.24
811.81,208.3
812.235,208.36
812.626,208.42
812.982,208.48
813.302,208.54
813.588,208.6
813.838,208.66
814.054,208.72
814.234,208.78
814.379,208.84
814.489,208.9
814.564,208.96
814.605,209.02
814.61,209.08
814.58,209.14
814.515,209.2
814.415,209.26
814.28,209.32
814.11,209.38
813.905,209.44
813.664,209.5
813.389,209.56
813.079,209.62
812.734,209.68
812.354,209.74
811.939,209.8
811.489,209.86
811.003,209.92
810.483,209.98
809.928,210.04
809.338,210.1
808.713,210.16
808.054,210.22
807.359,210.28
806.629,210.34
805.865,210.4
805.065,210.46
804.231,210.52
803.362,210.58
802.458,210.64
801.519,210.7
800.545,210.76
799.537,210.82
798.494,210.88
797.416,210.94
796.304,211
795.156,211.06
793.974,211.12
792.758,211.18
791.506,211.24
790.221,211.3
788.9,211.36
787.545,211.42
786.155,211.48
784.731,211.54
783.273,211.6
781.78,211.66
780.252,211.72
778.69,211.78
777.094,211.84
775.463,211.9
773.798,211.96
771.525,212.04
769.78,212.1
768,212.16
766.187,212.22
764.339,212.28
761.823,212.36
759.895,212.42
757.934,212.48
755.939,212.54
753.909,212.6
751.846,212.66
749.749,212.72
747.618,212.78
745.453,212.84
743.254,212.9
741.022,212.96
738.755,213.02
736.455,213.08
734.122,213.14
731.754,213.2
729.354,213.26
726.919,213.32
724.452,213.38
721.95,213.44
719.416,213.5
716.848,213.56
714.246,213.62
711.612,213.68
708.944,213.74
706.243,213.8
703.508,213.86
700.741,213.92
697.941,213.98
694.156,214.06
691.279,214.12
688.369,214.18
685.426,214.24
682.451,214.3
679.445,214.36
676.407,214.42
673.339,214.48
670.241,214.54
667.113,214.6
663.957,214.66
660.772,214.72
657.559,214.78
654.32,214.84
651.054,214.9
647.763,214.96
644.447,215.02
639.987,215.1
636.615,215.16
633.221,215.22
629.804,215.28
626.366,215.34
622.907,215.4
619.429,215.46
615.931,215.52
612.415,215.58
608.881,215.64
605.33,215.7
601.763,215.76
598.18,215.82
594.582,215.88
590.971,215.94
587.346,216
583.708,216.06
580.058,216.12
576.398,216.18
572.727,216.24
569.046,216.3
565.356,216.36
561.658,216.42
557.953,216.48
554.241,216.54
550.524,216.6
546.801,216.66
541.83,216.74
538.098,216.8
534.364,216.86
530.627,216.92
526.89,216.98
523.152,217.04
519.414,217.1
515.678,217.16
511.943,217.22
508.211,217.28
504.482,217.34
500.758,217.4
497.038,217.46
493.325,217.52
489.617,217.58
485.917,217.64
482.224,217.7
478.54,217.76
474.866,217.82
471.202,217.88
467.548,217.94
463.906,218
460.277,218.06
456.66,218.12
451.859,218.2
448.276,218.26
444.708,218.32
439.976,218.42
434.104,218.5
430.604,218.56
427.124,218.62
423.662,218.68
420.221,218.74
416.801,218.8
413.403,218.86
410.027,218.92
406.675,218.98
403.346,219.04
400.041,219.1
396.762,219.16
393.508,219.22
390.281,219.28
387.081,219.34
383.909,219.4
380.766,219.46
377.651,219.52
374.567,219.6
370.501,219.66
367.488,219.72
364.507,219.78
361.558,219.84
358.642,219.9
355.76,219.96
352.912,220.02
350.098,220.08
347.321,220.14
344.579,220.2
341.874,220.26
339.205,220.32
336.575,220.38
333.982,220.44
331.429,220.5
328.915,220.56
326.44,220.62
324.006,220.68
321.613,220.74
319.262,220.8
316.952,220.88
313.938,220.94
311.728,221
309.562,221.06
307.439,221.14
304.678,221.2
302.66,221.26
300.041,221.34
298.13,221.4
296.265,221.46
294.448,221.52
292.678,221.58
290.955,221.64
289.281,221.7
287.656,221.76
286.08,221.82
284.553,221.88
283.075,221.94
281.649,222
280.272,222.06
278.947,222.12
276.449,222.24
275.278,222.3
274.16,222.36
273.093,222.42
272.079,222.48
271.119,222.54
270.211,222.6
269.357,222.66
268.557,222.72
267.812,222.78
267.12,222.84
266.483,222.9
265.901,222.96
265.375,223.02
264.903,223.08
264.361,223.16
264.019,223.22
263.574,223.32
263.33,223.44
263.166,223.5
263.144,223.56
263.177,223.62
263.268,223.68
263.416,223.74
263.621,223.8
263.883,223.86
264.202,223.92
264.579,223.98
265.013,224.04
265.504,224.1
266.052,224.16
266.657,224.22
267.32,224.28
268.039,224.34
268.816,224.4
269.649,224.46
270.54,224.52
271.486,224.58
272.49,224.64
273.549,224.7
274.665,224.76
275.837,224.82
277.065,224.88
278.348,224.94
279.687,225
282.041,225.1
283.526,225.16
285.066,225.22
286.661,225.28
288.309,225.34
290.011,225.4
291.766,225.46
293.574,225.52
295.434,225.58
297.347,225.64
299.312,225.7
301.328,225.76
303.395,225.82
305.512,225.88
307.68,225.94
309.897,226
312.164,226.06
314.48,226.12
316.843,226.18
319.255,226.24
321.714,226.3
324.22,226.36
326.772,226.42
329.369,226.48
332.012,226.54
334.7,226.6
337.431,226.66
340.206,226.72
343.024,226.78
345.884,226.84
348.785,226.92
352.718,226.98
356.721,227.06
359.77,227.14
363.895,227.2
367.034,227.26
370.209,227.32
373.421,227.38
376.668,227.44
379.95,227.5
383.267,227.56
386.616,227.62
389.999,227.68
393.413,227.74
396.858,227.8
400.334,227.86
403.839,227.92
410.936,228.04
414.525,228.1
418.142,228.16
423.005,228.24
426.681,228.3
430.381,228.36
437.849,228.48
441.616,228.54
445.404,228.6
449.211,228.66
453.038,228.72
456.883,228.78
460.744,228.84
464.622,228.9
471.118,229
475.035,229.06
478.965,229.12
482.907,229.18
486.86,229.24
490.824,229.3
494.798,229.36
498.78,229.42
502.769,229.48
506.766,229.54
510.768,229.6
514.775,229.66
518.786,229.72
522.801,229.78
526.818,229.84
530.836,229.9
534.855,229.96
540.212,230.04
544.229,230.1
552.255,230.22
556.262,230.28
560.265,230.34
564.263,230.4
568.254,230.46
572.237,230.52
576.212,230.58
580.178,230.64
584.133,230.7
588.077,230.76
592.008,230.82
595.927,230.88
599.832,230.94
603.723,231
607.598,231.06
611.456,231.12
615.298,231.18
619.121,231.24
622.926,231.3
626.711,231.36
630.475,231.42
634.218,231.48
637.939,231.54
641.637,231.6
645.311,231.66
648.961,231.72
652.585,231.78
656.183,231.84
660.939,231.92
664.474,231.98
667.98,232.04
671.457,232.1
674.904,232.16
678.32,232.22
681.704,232.28
685.056,232.36
689.474,232.42
692.748,232.48
695.987,232.54
699.191,232.6
702.359,232.66
705.491,232.72
708.585,232.78
711.641,232.84
714.66,232.9
717.641,232.96
720.584,233.02
723.49,233.08
727.305,233.18
731.055,233.24
733.823,233.3
736.554,233.36
739.248,233.42
741.905,233.48
744.525,233.54
747.107,233.6
749.653,233.66
752.162,233.72
754.633,233.78
757.068,233.84
759.467,233.92
762.607,233.98
765.683,234.06
767.946,234.12
770.174,234.18
772.365,234.24
774.519,234.3
776.637,234.36
778.718,234.42
780.764,234.48
782.773,234.54
784.746,234.6
786.682,234.66
788.583,234.72
790.447,234.78
792.276,234.84
794.068,234.9
795.825,234.96
797.545,235.02
799.23,235.08
800.878,235.14
802.491,235.2
804.068,235.26
805.609,235.32
807.115,235.38
808.585,235.44
810.019,235.5
811.418,235.56
812.781,235.62
814.108,235.68
815.4,235.74
816.656,235.8
817.877,235.86
819.062,235.92
820.212,235.98
821.326,236.04
822.405,236.1
823.449,236.16
824.457,236.22
825.43,236.28
826.368,236.34
827.27,236.4
828.137,236.46
829.239,236.54
830.023,236.6
830.773,236.66
831.487,236.72
832.167,236.78
832.811,236.84
833.42,236.9
833.993,236.96
834.532,237.02
835.035,237.08
835.504,237.14
835.937,237.2
836.335,237.24
836.581,237.3
836.921,237.36
837.226,237.42
837.495,237.48
837.73,237.54
837.929,237.6
838.094,237.66
838.223,237.72
838.317,237.78
838.377,237.84
838.401,237.9
838.379,237.98
838.321,238.04
838.229,238.1
837.997,238.2
837.811,238.26
837.59,238.32
837.334,238.38
837.043,238.44
836.717,238.5
836.356,238.56
835.96,238.62
835.529,238.68
835.063,238.74
834.563,238.8
834.027,238.86
833.456,238.92
832.85,238.98
832.21,239.04
831.534,239.1
830.824,239.16
830.079,239.22
829.298,239.28
828.484,239.34
827.634,239.4
826.749,239.46
825.83,239.52
824.876,239.58
823.887,239.64
822.863,239.7
821.805,239.76
820.712,239.82
819.584,239.88
818.421,239.94
817.224,240
815.993,240.06
814.727,240.12
813.426,240.18
812.091,240.24
810.721,240.3
809.317,240.36
807.878,240.42
806.405,240.48
804.898,240.54
803.356,240.6
801.78,240.66
800.169,240.72
798.524,240.78
796.846,240.84
795.132,240.9
793.385,240.96
791.604,241.02
789.788,241.08
787.939,241.14
786.055,241.2
784.138,241.26
782.186,241.32
780.201,241.38
778.182,241.44
776.129,241.5
774.042,241.56
771.921,241.62
769.767,241.68
767.579,241.74
765.357,241.8
763.102,241.86
760.813,241.92
758.491,241.98
756.136,242.04
753.746,242.1
751.324,242.16
748.868,242.22
746.38,242.28
743.857,242.34
741.302,242.4
738.714,242.46
735.211,242.54
732.546,242.6
729.847,242.66
727.116,242.72
724.352,242.78
721.555,242.84
718.725,242.9
715.863,242.96
712.968,243.02
710.041,243.08
707.081,243.14
704.088,243.2
701.063,243.26
698.006,243.32
695.95,243.36
692.839,243.42
689.696,243.48
686.521,243.56
682.239,243.62
678.991,243.68
675.713,243.76
671.297,243.82
667.951,243.88
664.577,243.94
661.175,244
657.748,244.06
654.294,244.14
649.651,244.2
646.14,244.26
642.607,244.32
636.668,244.42
633.077,244.48
629.466,244.54
625.835,244.6
622.186,244.66
618.519,244.72
614.836,244.78
611.137,244.84
607.422,244.9
603.694,244.96
599.952,245.02
596.199,245.08
592.433,245.18
577.273,245.38
573.462,245.44
569.644,245.52
564.543,245.58
560.711,245.64
556.875,245.7
553.036,245.76
549.195,245.82
545.354,245.88
541.512,245.94
537.671,246
533.833,246.06
529.997,246.12
526.164,246.18
522.336,246.24
518.514,246.3
514.698,246.36
510.889,246.42
507.089,246.48
503.297,246.54
499.515,246.6
495.744,246.66
491.984,246.72
488.237,246.78
484.503,246.84
480.783,246.9
477.078,246.96
472.162,247.04
468.495,247.1
464.846,247.16
461.215,247.22
457.603,247.28
454.012,247.34
450.442,247.4
446.893,247.46
443.367,247.52
439.865,247.58
436.387,247.64
432.933,247.7
429.506,247.76
426.105,247.82
422.732,247.88
419.387,247.94
416.07,248
412.784,248.06
409.528,248.12
404.17,248.22
400.999,248.28
397.86,248.34
394.755,248.4
391.685,248.46
388.649,248.52
385.65,248.58
382.687,248.64
379.762,248.7
376.874,248.76
374.026,248.82
371.216,248.88
368.447,248.94
365.718,249
363.031,249.06
360.386,249.12
356.925,249.2
354.38,249.26
351.879,249.32
349.423,249.38
347.012,249.44
344.647,249.5
342.328,249.56
340.056,249.62
337.831,249.68
335.655,249.74
333.527,249.8
331.449,249.86
329.42,249.92
327.441,249.98
325.513,250.04
313.988,250.44
312.462,250.5
310.988,250.56
309.569,250.62
308.205,250.68
306.896,250.74
305.644,250.8
304.447,250.86
303.308,250.92
302.225,250.98
301.201,251.04
300.234,251.1
299.325,251.16
298.476,251.22
297.685,251.28
296.953,251.34
296.281,251.4
295.669,251.46
295.117,251.52
294.625,251.58
294.194,251.64
293.824,251.7
293.514,251.76
293.266,251.82
293.08,251.88
292.954,251.94
292.891,252
292.889,252.06
292.95,252.12
293.073,252.18
293.257,252.24
293.505,252.3
293.815,252.36
294.187,252.42
294.622,252.48
295.119,252.54
295.679,252.6
296.301,252.66
296.986,252.72
297.733,252.78
298.542,252.84
299.413,252.9
300.346,252.96
301.341,253.02
302.398,253.08
303.902,253.16
305.102,253.22
306.362,253.28
307.684,253.34
309.54,253.42
311.001,253.48
313.571,253.58
315.745,253.68
318.024,253.74
319.801,253.8
321.637,253.86
323.53,253.92
325.479,253.98
328.167,254.06
330.248,254.12
332.385,254.18
334.577,254.24
336.823,254.3
339.123,254.36
341.476,254.42
343.882,254.48
346.341,254.54
348.85,254.6
351.411,254.66
354.023,254.72
356.684,254.78
359.394,254.84
362.153,254.9
364.959,254.96
367.812,255.02
370.712,255.08
373.657,255.14
376.647,255.2
379.681,255.26
381.728,255.3
384.834,255.36
387.982,255.42
391.171,255.48
394.401,255.54
397.67,255.6
400.978,255.66
404.324,255.72
407.707,255.78
411.127,255.84
414.582,255.9
418.072,255.96
421.595,256.02
425.151,256.08
428.739,256.14
432.359,256.2
436.008,256.26
440.918,256.34
444.634,256.42
449.63,256.48
453.408,256.54
457.21,256.6
461.037,256.66
464.885,256.72
468.756,256.78
472.647,256.84
476.558,256.9
480.488,256.96
484.436,257.02
488.4,257.08
493.711,257.16
497.711,257.22
501.724,257.28
505.75,257.34
509.788,257.4
513.836,257.46
517.893,257.52
521.959,257.58
526.032,257.64
530.112,257.7
534.196,257.76
538.285,257.82
542.377,257.88
546.471,257.94
550.567,258
556.027,258.08
560.121,258.14
564.213,258.2
568.302,258.26
572.386,258.32
576.466,258.38
580.538,258.44
584.604,258.5
588.661,258.56
592.709,258.62
596.746,258.68
600.772,258.74
604.785,258.8
608.785,258.86
612.771,258.92
616.741,258.98
622.009,259.06
625.94,259.12
629.852,259.18
633.745,259.24
637.617,259.3
641.468,259.36
645.296,259.42
649.101,259.48
652.882,259.54
656.638,259.6
660.367,259.66
664.07,259.72
667.744,259.78
671.39,259.84
675.006,259.9
678.591,259.96
682.145,260.02
685.667,260.08
689.156,260.14
692.61,260.2
696.03,260.26
699.414,260.32
702.761,260.38
706.071,260.44
709.344,260.5
712.578,260.56
715.773,260.62
718.93,260.68
722.048,260.74
725.129,260.8
728.171,260.86
731.175,260.92
734.141,260.98
737.069,261.04
739.96,261.1
742.812,261.16
745.627,261.22
748.404,261.28
751.144,261.36
754.738,261.42
757.39,261.48
760.005,261.54
762.582,261.6
765.123,261.66
767.626,261.72
770.092,261.78
772.521,261.84
774.913,261.9
777.268,261.96
779.586,262.02
781.867,262.08
784.112,262.14
786.32,262.2
788.491,262.26
789.919,262.3
792.029,262.36
794.103,262.42
796.14,262.48
798.141,262.54
800.106,262.62
802.669,262.68
804.549,262.74
806.393,262.8
808.2,262.86
809.972,262.92
812.278,263
813.965,263.06
815.617,263.12
817.232,263.18
820.356,263.3
821.864,263.36
823.336,263.42
824.772,263.48
826.173,263.54
827.538,263.6
828.867,263.66
830.161,263.72
831.419,263.78
832.642,263.84
833.829,263.9
834.981,263.96
836.097,264.02
837.177,264.08
838.223,264.14
839.233,264.2
840.207,264.26
841.146,264.32
842.05,264.38
842.918,264.44
843.752,264.5
844.55,264.56
845.312,264.62
846.04,264.68
846.732,264.74
847.6,264.82
848.786,264.96
849.498,265.02
849.991,265.08
850.449,265.14
850.871,265.2
851.259,265.26
851.612,265.32
851.929,265.38
852.298,265.46
852.534,265.52
852.735,265.58
852.9,265.64
853.031,265.7
853.127,265.76
853.187,265.82
853.213,265.88
853.203,265.94
853.158,266
853.079,266.06
852.964,266.12
852.815,266.18
852.63,266.24
852.41,266.3
852.156,266.36
851.866,266.42
851.541,266.48
851.181,266.54
850.787,266.6
